rate_date,currency,rate_year,rate_month,buying_rate
2001-12-10,POUNDS STERLING,2001,December,160.0238
2001-12-11,POUNDS STERLING,2001,December,160.158
2001-12-12,POUNDS STERLING,2001,December,161.1759
2001-12-13,POUNDS STERLING,2001,December,161.7015
2001-12-14,POUNDS STERLING,2001,December,162.5786
2001-12-18,POUNDS STERLING,2001,December,162.9486
2001-12-19,POUNDS STERLING,2001,December,162.1975
2001-12-20,POUNDS STERLING,2001,December,161.9172
2001-12-21,POUNDS STERLING,2001,December,162.7468
2001-12-24,POUNDS STERLING,2001,December,161.5593
2001-12-27,POUNDS STERLING,2001,December,162.6716
2001-12-28,POUNDS STERLING,2001,December,162.6814
2001-12-31,POUNDS STERLING,2001,December,162.8726
2002-01-02,POUNDS STERLING,2002,January,163.0637
2002-01-03,POUNDS STERLING,2002,January,162.434
2002-01-04,POUNDS STERLING,2002,January,162.119
2002-01-07,POUNDS STERLING,2002,January,162.0401
2002-01-08,POUNDS STERLING,2002,January,162.1978
2002-01-09,POUNDS STERLING,2002,January,162.2993
2002-01-10,POUNDS STERLING,2002,January,163.0885
2002-01-11,POUNDS STERLING,2002,January,163.0546
2002-01-14,POUNDS STERLING,2002,January,163.7549
2002-01-15,POUNDS STERLING,2002,January,163.2353
2002-01-16,POUNDS STERLING,2002,January,162.1962
2002-01-17,POUNDS STERLING,2002,January,161.7896
2002-01-18,POUNDS STERLING,2002,January,162.1736
2002-01-21,POUNDS STERLING,2002,January,162.1623
2002-01-22,POUNDS STERLING,2002,January,161.3378
2002-01-23,POUNDS STERLING,2002,January,161.2135
2002-01-24,POUNDS STERLING,2002,January,160.4568
2002-01-25,POUNDS STERLING,2002,January,160.42700000000002
2002-01-28,POUNDS STERLING,2002,January,159.1705
2002-01-29,POUNDS STERLING,2002,January,159.4535
2002-01-30,POUNDS STERLING,2002,January,160.2686
2002-01-31,POUNDS STERLING,2002,January,159.9629
2002-02-01,POUNDS STERLING,2002,February,159.6007
2002-02-04,POUNDS STERLING,2002,February,160.3818
2002-02-05,POUNDS STERLING,2002,February,161.0157
2002-02-06,POUNDS STERLING,2002,February,160.0648
2002-02-07,POUNDS STERLING,2002,February,159.6686
2002-02-08,POUNDS STERLING,2002,February,161.0333
2002-02-11,POUNDS STERLING,2002,February,161.8292
2002-02-12,POUNDS STERLING,2002,February,162.0907
2002-02-13,POUNDS STERLING,2002,February,162.80700000000002
2002-02-14,POUNDS STERLING,2002,February,162.1021
2002-02-15,POUNDS STERLING,2002,February,162.2385
2002-02-18,POUNDS STERLING,2002,February,162.4546
2002-02-19,POUNDS STERLING,2002,February,162.1021
2002-02-20,POUNDS STERLING,2002,February,163.3403
2002-02-21,POUNDS STERLING,2002,February,162.8378
2002-02-25,POUNDS STERLING,2002,February,163.1804
2002-02-26,POUNDS STERLING,2002,February,162.7007
2002-02-27,POUNDS STERLING,2002,February,161.6958
2002-02-28,POUNDS STERLING,2002,February,162.3349
2002-03-01,POUNDS STERLING,2002,March,162.9199
2002-03-04,POUNDS STERLING,2002,March,162.8167
2002-03-05,POUNDS STERLING,2002,March,163.6492
2002-03-06,POUNDS STERLING,2002,March,163.5916
2002-03-07,POUNDS STERLING,2002,March,163.96
2002-03-08,POUNDS STERLING,2002,March,163.9024
2002-03-11,POUNDS STERLING,2002,March,163.3614
2002-03-12,POUNDS STERLING,2002,March,162.6939
2002-03-13,POUNDS STERLING,2002,March,162.3716
2002-03-14,POUNDS STERLING,2002,March,163.1312
2002-03-15,POUNDS STERLING,2002,March,163.6031
2002-03-18,POUNDS STERLING,2002,March,163.7758
2002-03-19,POUNDS STERLING,2002,March,164.2937
2002-03-20,POUNDS STERLING,2002,March,163.5571
2002-03-21,POUNDS STERLING,2002,March,164.4894
2002-03-22,POUNDS STERLING,2002,March,164.1211
2002-03-25,POUNDS STERLING,2002,March,164.2247
2002-03-26,POUNDS STERLING,2002,March,163.7873
2002-03-27,POUNDS STERLING,2002,March,164.00599999999997
2002-03-28,POUNDS STERLING,2002,March,163.8103
2002-04-02,POUNDS STERLING,2002,April,165.4447
2002-04-03,POUNDS STERLING,2002,April,165.3987
2002-04-04,POUNDS STERLING,2002,April,165.4102
2002-04-07,POUNDS STERLING,2002,April,165.0994
2002-04-08,POUNDS STERLING,2002,April,165.0994
2002-04-09,POUNDS STERLING,2002,April,164.8462
2002-04-10,POUNDS STERLING,2002,April,165.3987
2002-04-11,POUNDS STERLING,2002,April,165.0534
2002-04-12,POUNDS STERLING,2002,April,165.2836
2002-04-15,POUNDS STERLING,2002,April,165.3757
2002-04-16,POUNDS STERLING,2002,April,165.2951
2002-04-17,POUNDS STERLING,2002,April,166.1469
2002-04-18,POUNDS STERLING,2002,April,166.2274
2002-04-19,POUNDS STERLING,2002,April,166.5727
2002-04-22,POUNDS STERLING,2002,April,166.5267
2002-04-23,POUNDS STERLING,2002,April,166.6763
2002-04-24,POUNDS STERLING,2002,April,165.0419
2002-04-25,POUNDS STERLING,2002,April,167.0446
2002-04-26,POUNDS STERLING,2002,April,167.2888
2002-04-29,POUNDS STERLING,2002,April,168.4072
2002-04-30,POUNDS STERLING,2002,April,167.8422
2002-05-02,POUNDS STERLING,2002,May,168.5455
2002-05-03,POUNDS STERLING,2002,May,168.7185
2002-05-06,POUNDS STERLING,2002,May,169.2028
2002-05-07,POUNDS STERLING,2002,May,168.903
2002-05-08,POUNDS STERLING,2002,May,168.3841
2002-05-09,POUNDS STERLING,2002,May,168.1189
2002-05-10,POUNDS STERLING,2002,May,168.5455
2002-05-13,POUNDS STERLING,2002,May,168.4648
2002-05-14,POUNDS STERLING,2002,May,167.3464
2002-05-15,POUNDS STERLING,2002,May,167.0466
2002-05-16,POUNDS STERLING,2002,May,168.9406
2002-05-17,POUNDS STERLING,2002,May,168.628
2002-05-20,POUNDS STERLING,2002,May,169.1491
2002-05-21,POUNDS STERLING,2002,May,168.7553
2002-05-22,POUNDS STERLING,2002,May,169.1375
2002-05-23,POUNDS STERLING,2002,May,168.9985
2002-05-27,POUNDS STERLING,2002,May,168.5006
2002-05-28,POUNDS STERLING,2002,May,168.9638
2002-05-30,POUNDS STERLING,2002,May,169.6817
2002-05-31,POUNDS STERLING,2002,May,169.6933
2002-06-03,POUNDS STERLING,2002,June,168.6743
2002-06-04,POUNDS STERLING,2002,June,169.6933
2002-06-05,POUNDS STERLING,2002,June,168.8364
2002-06-06,POUNDS STERLING,2002,June,169.4491
2002-06-07,POUNDS STERLING,2002,June,169.9143
2002-06-10,POUNDS STERLING,2002,June,169.2281
2002-06-11,POUNDS STERLING,2002,June,170.4493
2002-06-12,POUNDS STERLING,2002,June,171.3168
2002-06-13,POUNDS STERLING,2002,June,171.4917
2002-06-14,POUNDS STERLING,2002,June,175.1458
2002-06-17,POUNDS STERLING,2002,June,175.1458
2002-06-18,POUNDS STERLING,2002,June,175.8215
2002-06-19,POUNDS STERLING,2002,June,176.8766
2002-06-20,POUNDS STERLING,2002,June,177.0189
2002-06-21,POUNDS STERLING,2002,June,177.3034
2002-06-24,POUNDS STERLING,2002,June,178.4059
2002-06-25,POUNDS STERLING,2002,June,178.1688
2002-06-26,POUNDS STERLING,2002,June,181.4008
2002-06-27,POUNDS STERLING,2002,June,180.4737
2002-06-28,POUNDS STERLING,2002,June,182.9376
2002-07-01,POUNDS STERLING,2002,July,182.5327
2002-07-02,POUNDS STERLING,2002,July,182.3421
2002-07-03,POUNDS STERLING,2002,July,181.56799999999998
2002-07-04,POUNDS STERLING,2002,July,181.6394
2002-07-05,POUNDS STERLING,2002,July,181.88
2002-07-08,POUNDS STERLING,2002,July,183.2081
2002-07-09,POUNDS STERLING,2002,July,185.1105
2002-07-10,POUNDS STERLING,2002,July,185.0627
2002-07-11,POUNDS STERLING,2002,July,185.5837
2002-07-12,POUNDS STERLING,2002,July,185.9682
2002-07-15,POUNDS STERLING,2002,July,189.9921
2002-07-16,POUNDS STERLING,2002,July,192.2641
2002-07-17,POUNDS STERLING,2002,July,192.6435
2002-07-18,POUNDS STERLING,2002,July,192.6189
2002-07-19,POUNDS STERLING,2002,July,196.7476
2002-07-22,POUNDS STERLING,2002,July,196.22400000000002
2002-07-23,POUNDS STERLING,2002,July,195.5375
2002-07-24,POUNDS STERLING,2002,July,199.7816
2002-07-25,POUNDS STERLING,2002,July,200.4193
2002-07-26,POUNDS STERLING,2002,July,201.5162
2002-07-29,POUNDS STERLING,2002,July,199.2841
2002-07-30,POUNDS STERLING,2002,July,203.1406
2002-07-31,POUNDS STERLING,2002,July,195.7375
2002-08-01,POUNDS STERLING,2002,August,194.4375
2002-08-02,POUNDS STERLING,2002,August,196.2
2002-08-05,POUNDS STERLING,2002,August,195.35
2002-08-06,POUNDS STERLING,2002,August,195.41099999999997
2002-08-07,POUNDS STERLING,2002,August,190.2284
2002-08-08,POUNDS STERLING,2002,August,189.2488
2002-08-09,POUNDS STERLING,2002,August,189.5712
2002-08-12,POUNDS STERLING,2002,August,190.7625
2002-08-13,POUNDS STERLING,2002,August,191.3625
2002-08-14,POUNDS STERLING,2002,August,191.5428
2002-08-15,POUNDS STERLING,2002,August,189.8564
2002-08-16,POUNDS STERLING,2002,August,190.2036
2002-08-19,POUNDS STERLING,2002,August,190.46400000000003
2002-08-20,POUNDS STERLING,2002,August,188.7652
2002-08-21,POUNDS STERLING,2002,August,188.976
2002-08-22,POUNDS STERLING,2002,August,189.472
2002-08-23,POUNDS STERLING,2002,August,188.3312
2002-08-26,POUNDS STERLING,2002,August,189.168
2002-08-27,POUNDS STERLING,2002,August,189.9151
2002-08-28,POUNDS STERLING,2002,August,191.7
2002-08-29,POUNDS STERLING,2002,August,192.6875
2002-08-30,POUNDS STERLING,2002,August,194.1
2002-09-02,POUNDS STERLING,2002,September,193.60299999999998
2002-09-03,POUNDS STERLING,2002,September,194.8156
2002-09-04,POUNDS STERLING,2002,September,195.8033
2002-09-05,POUNDS STERLING,2002,September,196.655
2002-09-06,POUNDS STERLING,2002,September,196.3544
2002-09-10,POUNDS STERLING,2002,September,194.7288
2002-09-11,POUNDS STERLING,2002,September,195.7848
2002-09-12,POUNDS STERLING,2002,September,195.5457
2002-09-13,POUNDS STERLING,2002,September,196.4896
2002-09-16,POUNDS STERLING,2002,September,194.4616
2002-09-17,POUNDS STERLING,2002,September,193.187
2002-09-18,POUNDS STERLING,2002,September,193.5195
2002-09-19,POUNDS STERLING,2002,September,195.2298
2002-09-20,POUNDS STERLING,2002,September,195.6826
2002-09-23,POUNDS STERLING,2002,September,194.2875
2002-09-24,POUNDS STERLING,2002,September,194.1875
2002-09-25,POUNDS STERLING,2002,September,195.1771
2002-09-26,POUNDS STERLING,2002,September,195.0017
2002-09-27,POUNDS STERLING,2002,September,194.9015
2002-09-30,POUNDS STERLING,2002,September,195.9787
2002-10-02,POUNDS STERLING,2002,October,195.65
2002-10-03,POUNDS STERLING,2002,October,196.2375
2002-10-04,POUNDS STERLING,2002,October,196.075
2002-10-07,POUNDS STERLING,2002,October,195.6125
2002-10-08,POUNDS STERLING,2002,October,195.4875
2002-10-09,POUNDS STERLING,2002,October,194.5258
2002-10-10,POUNDS STERLING,2002,October,195.8033
2002-10-11,POUNDS STERLING,2002,October,195.5528
2002-10-14,POUNDS STERLING,2002,October,195.9055
2002-10-15,POUNDS STERLING,2002,October,194.5125
2002-10-16,POUNDS STERLING,2002,October,195.1675
2002-10-17,POUNDS STERLING,2002,October,195.293
2002-10-21,POUNDS STERLING,2002,October,193.9551
2002-10-22,POUNDS STERLING,2002,October,194.2568
2002-10-23,POUNDS STERLING,2002,October,194.6658
2002-10-24,POUNDS STERLING,2002,October,194.4394
2002-10-25,POUNDS STERLING,2002,October,195.32
2002-10-28,POUNDS STERLING,2002,October,194.8583
2002-10-29,POUNDS STERLING,2002,October,196.2181
2002-10-30,POUNDS STERLING,2002,October,195.7047
2002-10-31,POUNDS STERLING,2002,October,196.1071
2002-11-01,POUNDS STERLING,2002,November,196.5473
2002-11-04,POUNDS STERLING,2002,November,195.7574
2002-11-05,POUNDS STERLING,2002,November,196.6128
2002-11-06,POUNDS STERLING,2002,November,195.7376
2002-11-07,POUNDS STERLING,2002,November,196.5794
2002-11-08,POUNDS STERLING,2002,November,199.1176
2002-11-11,POUNDS STERLING,2002,November,200.6133
2002-11-12,POUNDS STERLING,2002,November,199.8836
2002-11-13,POUNDS STERLING,2002,November,199.7404
2002-11-14,POUNDS STERLING,2002,November,199.7781
2002-11-15,POUNDS STERLING,2002,November,198.7206
2002-11-18,POUNDS STERLING,2002,November,198.9185
2002-11-19,POUNDS STERLING,2002,November,199.7869
2002-11-20,POUNDS STERLING,2002,November,197.8991
2002-11-21,POUNDS STERLING,2002,November,197.8991
2002-11-22,POUNDS STERLING,2002,November,199.0947
2002-11-25,POUNDS STERLING,2002,November,197.2699
2002-11-26,POUNDS STERLING,2002,November,196.5148
2002-11-27,POUNDS STERLING,2002,November,195.2864
2002-11-28,POUNDS STERLING,2002,November,195.5508
2002-11-29,POUNDS STERLING,2002,November,195.4753
2002-12-02,POUNDS STERLING,2002,December,195.4249
2002-12-06,POUNDS STERLING,2002,December,197.6409
2002-12-09,POUNDS STERLING,2002,December,198.4342
2002-12-10,POUNDS STERLING,2002,December,198.9378
2002-12-11,POUNDS STERLING,2002,December,197.7953
2002-12-12,POUNDS STERLING,2002,December,198.5501
2002-12-13,POUNDS STERLING,2002,December,199.8207
2002-12-16,POUNDS STERLING,2002,December,200.0113
2002-12-17,POUNDS STERLING,2002,December,201.3964
2002-12-18,POUNDS STERLING,2002,December,201.3393
2002-12-19,POUNDS STERLING,2002,December,201.4778
2002-12-20,POUNDS STERLING,2002,December,201.8051
2002-12-23,POUNDS STERLING,2002,December,200.8609
2002-12-24,POUNDS STERLING,2002,December,200.4958
2002-12-27,POUNDS STERLING,2002,December,201.3771
2002-12-30,POUNDS STERLING,2002,December,201.8555
2002-12-31,POUNDS STERLING,2002,December,202.9382
2003-01-02,POUNDS STERLING,2003,January,201.6792
2003-01-03,POUNDS STERLING,2003,January,200.7853
2003-01-06,POUNDS STERLING,2003,January,203.2022
2003-01-07,POUNDS STERLING,2003,January,202.0433
2003-01-08,POUNDS STERLING,2003,January,201.74200000000002
2003-01-10,POUNDS STERLING,2003,January,202.5611
2003-01-13,POUNDS STERLING,2003,January,202.1543
2003-01-14,POUNDS STERLING,2003,January,202.457
2003-01-15,POUNDS STERLING,2003,January,201.3296
2003-01-16,POUNDS STERLING,2003,January,202.0857
2003-01-17,POUNDS STERLING,2003,January,202.4511
2003-01-20,POUNDS STERLING,2003,January,202.5648
2003-01-21,POUNDS STERLING,2003,January,202.5143
2003-01-22,POUNDS STERLING,2003,January,203.0028
2003-01-23,POUNDS STERLING,2003,January,204.5793
2003-01-24,POUNDS STERLING,2003,January,205.62599999999998
2003-01-27,POUNDS STERLING,2003,January,206.9339
2003-01-28,POUNDS STERLING,2003,January,206.3786
2003-01-29,POUNDS STERLING,2003,January,207.9036
2003-01-30,POUNDS STERLING,2003,January,207.5121
2003-01-31,POUNDS STERLING,2003,January,208.3455
2003-02-03,POUNDS STERLING,2003,February,206.864
2003-02-04,POUNDS STERLING,2003,February,207.7358
2003-02-05,POUNDS STERLING,2003,February,208.97799999999998
2003-02-06,POUNDS STERLING,2003,February,207.2829
2003-02-07,POUNDS STERLING,2003,February,205.727
2003-02-10,POUNDS STERLING,2003,February,206.5561
2003-02-13,POUNDS STERLING,2003,February,204.8996
2003-02-14,POUNDS STERLING,2003,February,204.2547
2003-02-17,POUNDS STERLING,2003,February,202.4874
2003-02-18,POUNDS STERLING,2003,February,201.905
2003-02-19,POUNDS STERLING,2003,February,201.9921
2003-02-20,POUNDS STERLING,2003,February,202.4484
2003-02-21,POUNDS STERLING,2003,February,202.1822
2003-02-24,POUNDS STERLING,2003,February,200.5333
2003-02-25,POUNDS STERLING,2003,February,199.7716
2003-02-26,POUNDS STERLING,2003,February,198.4563
2003-02-27,POUNDS STERLING,2003,February,199.2502
2003-02-28,POUNDS STERLING,2003,February,199.351
2003-03-03,POUNDS STERLING,2003,March,198.7524
2003-03-04,POUNDS STERLING,2003,March,199.3329
2003-03-05,POUNDS STERLING,2003,March,201.3016
2003-03-06,POUNDS STERLING,2003,March,202.5384
2003-03-07,POUNDS STERLING,2003,March,202.8665
2003-03-11,POUNDS STERLING,2003,March,202.2206
2003-03-12,POUNDS STERLING,2003,March,204.14
2003-03-13,POUNDS STERLING,2003,March,203.0
2003-03-14,POUNDS STERLING,2003,March,201.2933
2003-03-17,POUNDS STERLING,2003,March,200.5154
2003-03-18,POUNDS STERLING,2003,March,198.4882
2003-03-19,POUNDS STERLING,2003,March,196.9775
2003-03-20,POUNDS STERLING,2003,March,197.4701
2003-03-21,POUNDS STERLING,2003,March,197.3185
2003-03-24,POUNDS STERLING,2003,March,199.016
2003-03-25,POUNDS STERLING,2003,March,199.52200000000002
2003-03-26,POUNDS STERLING,2003,March,198.3674
2003-03-27,POUNDS STERLING,2003,March,198.5062
2003-03-28,POUNDS STERLING,2003,March,197.0799
2003-03-31,POUNDS STERLING,2003,March,199.6393
2003-04-01,POUNDS STERLING,2003,April,199.0709
2003-04-02,POUNDS STERLING,2003,April,199.0635
2003-04-03,POUNDS STERLING,2003,April,197.9375
2003-04-04,POUNDS STERLING,2003,April,198.0008
2003-04-07,POUNDS STERLING,2003,April,195.6315
2003-04-08,POUNDS STERLING,2003,April,195.5685
2003-04-09,POUNDS STERLING,2003,April,196.3751
2003-04-10,POUNDS STERLING,2003,April,197.4484
2003-04-11,POUNDS STERLING,2003,April,198.1681
2003-04-14,POUNDS STERLING,2003,April,199.0002
2003-04-15,POUNDS STERLING,2003,April,198.8864
2003-04-16,POUNDS STERLING,2003,April,199.2279
2003-04-17,POUNDS STERLING,2003,April,199.5063
2003-04-22,POUNDS STERLING,2003,April,199.1141
2003-04-23,POUNDS STERLING,2003,April,200.2621
2003-04-24,POUNDS STERLING,2003,April,201.6427
2003-04-25,POUNDS STERLING,2003,April,201.1361
2003-04-28,POUNDS STERLING,2003,April,202.1351
2003-04-29,POUNDS STERLING,2003,April,201.7293
2003-04-30,POUNDS STERLING,2003,April,201.9776
2003-05-02,POUNDS STERLING,2003,May,203.4335
2003-05-05,POUNDS STERLING,2003,May,202.9668
2003-05-06,POUNDS STERLING,2003,May,203.7133
2003-05-07,POUNDS STERLING,2003,May,201.5284
2003-05-08,POUNDS STERLING,2003,May,203.0478
2003-05-09,POUNDS STERLING,2003,May,203.1111
2003-05-12,POUNDS STERLING,2003,May,203.9307
2003-05-14,POUNDS STERLING,2003,May,204.0698
2003-05-15,POUNDS STERLING,2003,May,204.9162
2003-05-16,POUNDS STERLING,2003,May,205.4993
2003-05-19,POUNDS STERLING,2003,May,207.0225
2003-05-20,POUNDS STERLING,2003,May,206.80700000000002
2003-05-21,POUNDS STERLING,2003,May,208.3779
2003-05-22,POUNDS STERLING,2003,May,207.2492
2003-05-23,POUNDS STERLING,2003,May,208.0482
2003-05-26,POUNDS STERLING,2003,May,207.8326
2003-05-27,POUNDS STERLING,2003,May,208.4287
2003-05-28,POUNDS STERLING,2003,May,206.9449
2003-05-30,POUNDS STERLING,2003,May,208.8091
2003-06-02,POUNDS STERLING,2003,June,206.5283
2003-06-03,POUNDS STERLING,2003,June,207.0478
2003-06-04,POUNDS STERLING,2003,June,207.1878
2003-06-05,POUNDS STERLING,2003,June,208.1773
2003-06-06,POUNDS STERLING,2003,June,211.1585
2003-06-09,POUNDS STERLING,2003,June,210.1607
2003-06-10,POUNDS STERLING,2003,June,209.9068
2003-06-11,POUNDS STERLING,2003,June,211.3218
2003-06-12,POUNDS STERLING,2003,June,212.3372
2003-06-13,POUNDS STERLING,2003,June,211.4995
2003-06-16,POUNDS STERLING,2003,June,213.6317
2003-06-17,POUNDS STERLING,2003,June,213.3906
2003-06-18,POUNDS STERLING,2003,June,213.3264
2003-06-19,POUNDS STERLING,2003,June,212.3994
2003-06-20,POUNDS STERLING,2003,June,212.5518
2003-06-23,POUNDS STERLING,2003,June,210.0491
2003-06-24,POUNDS STERLING,2003,June,211.4817
2003-06-25,POUNDS STERLING,2003,June,212.209
2003-06-26,POUNDS STERLING,2003,June,211.5487
2003-06-27,POUNDS STERLING,2003,June,210.1138
2003-06-30,POUNDS STERLING,2003,June,201.9932
2003-07-01,POUNDS STERLING,2003,July,210.4587
2003-07-02,POUNDS STERLING,2003,July,210.8732
2003-07-04,POUNDS STERLING,2003,July,211.8113
2003-07-07,POUNDS STERLING,2003,July,208.852
2003-07-08,POUNDS STERLING,2003,July,207.104
2003-07-09,POUNDS STERLING,2003,July,206.6548
2003-07-10,POUNDS STERLING,2003,July,206.6295
2003-07-11,POUNDS STERLING,2003,July,206.8701
2003-07-14,POUNDS STERLING,2003,July,206.2093
2003-07-15,POUNDS STERLING,2003,July,204.1675
2003-07-16,POUNDS STERLING,2003,July,202.0347
2003-07-17,POUNDS STERLING,2003,July,202.5298
2003-07-18,POUNDS STERLING,2003,July,201.9458
2003-07-21,POUNDS STERLING,2003,July,202.0981
2003-07-22,POUNDS STERLING,2003,July,203.4059
2003-07-23,POUNDS STERLING,2003,July,203.4207
2003-07-24,POUNDS STERLING,2003,July,204.7912
2003-07-25,POUNDS STERLING,2003,July,205.21
2003-07-28,POUNDS STERLING,2003,July,205.9185
2003-07-29,POUNDS STERLING,2003,July,205.9439
2003-07-30,POUNDS STERLING,2003,July,204.8717
2003-07-31,POUNDS STERLING,2003,July,204.162
2003-08-01,POUNDS STERLING,2003,August,203.0722
2003-08-04,POUNDS STERLING,2003,August,204.5823
2003-08-05,POUNDS STERLING,2003,August,204.3666
2003-08-06,POUNDS STERLING,2003,August,204.1686
2003-08-07,POUNDS STERLING,2003,August,204.6385
2003-08-08,POUNDS STERLING,2003,August,204.6385
2003-08-11,POUNDS STERLING,2003,August,203.21599999999998
2003-08-12,POUNDS STERLING,2003,August,203.597
2003-08-13,POUNDS STERLING,2003,August,204.0591
2003-08-14,POUNDS STERLING,2003,August,204.2751
2003-08-15,POUNDS STERLING,2003,August,203.3981
2003-08-18,POUNDS STERLING,2003,August,202.3116
2003-08-19,POUNDS STERLING,2003,August,201.7265
2003-08-20,POUNDS STERLING,2003,August,202.4674
2003-08-21,POUNDS STERLING,2003,August,201.678
2003-08-22,POUNDS STERLING,2003,August,200.6466
2003-08-25,POUNDS STERLING,2003,August,200.3044
2003-08-26,POUNDS STERLING,2003,August,198.5518
2003-08-27,POUNDS STERLING,2003,August,198.8101
2003-08-28,POUNDS STERLING,2003,August,199.3773
2003-08-29,POUNDS STERLING,2003,August,201.13400000000001
2003-09-01,POUNDS STERLING,2003,September,200.0858
2003-09-02,POUNDS STERLING,2003,September,200.0858
2003-09-03,POUNDS STERLING,2003,September,199.4359
2003-09-04,POUNDS STERLING,2003,September,200.5764
2003-09-05,POUNDS STERLING,2003,September,201.7508
2003-09-08,POUNDS STERLING,2003,September,203.0037
2003-09-09,POUNDS STERLING,2003,September,202.2879
2003-09-10,POUNDS STERLING,2003,September,203.2721
2003-09-11,POUNDS STERLING,2003,September,203.7195
2003-09-12,POUNDS STERLING,2003,September,204.4737
2003-09-15,POUNDS STERLING,2003,September,205.1007
2003-09-16,POUNDS STERLING,2003,September,203.8977
2003-09-17,POUNDS STERLING,2003,September,204.5376
2003-09-18,POUNDS STERLING,2003,September,206.5981
2003-09-19,POUNDS STERLING,2003,September,208.0955
2003-09-22,POUNDS STERLING,2003,September,210.891
2003-09-23,POUNDS STERLING,2003,September,211.7744
2003-09-24,POUNDS STERLING,2003,September,210.1673
2003-09-25,POUNDS STERLING,2003,September,210.5357
2003-09-26,POUNDS STERLING,2003,September,210.8405
2003-09-29,POUNDS STERLING,2003,September,209.6982
2003-09-30,POUNDS STERLING,2003,September,213.0223
2003-10-02,POUNDS STERLING,2003,October,212.02599999999998
2003-10-03,POUNDS STERLING,2003,October,212.5638
2003-10-06,POUNDS STERLING,2003,October,212.1181
2003-10-07,POUNDS STERLING,2003,October,213.1115
2003-10-08,POUNDS STERLING,2003,October,212.1084
2003-10-09,POUNDS STERLING,2003,October,212.5683
2003-10-10,POUNDS STERLING,2003,October,212.5427
2003-10-13,POUNDS STERLING,2003,October,213.1277
2003-10-14,POUNDS STERLING,2003,October,212.3724
2003-10-15,POUNDS STERLING,2003,October,214.3702
2003-10-16,POUNDS STERLING,2003,October,214.6269
2003-10-17,POUNDS STERLING,2003,October,214.6397
2003-10-20,POUNDS STERLING,2003,October,215.7437
2003-10-21,POUNDS STERLING,2003,October,215.1388
2003-10-22,POUNDS STERLING,2003,October,217.0948
2003-10-23,POUNDS STERLING,2003,October,218.4384
2003-10-24,POUNDS STERLING,2003,October,219.3041
2003-10-27,POUNDS STERLING,2003,October,220.601
2003-10-28,POUNDS STERLING,2003,October,219.8209
2003-10-29,POUNDS STERLING,2003,October,223.7287
2003-10-31,POUNDS STERLING,2003,October,222.6502
2003-11-03,POUNDS STERLING,2003,November,227.6908
2003-11-04,POUNDS STERLING,2003,November,224.9796
2003-11-05,POUNDS STERLING,2003,November,224.7917
2003-11-06,POUNDS STERLING,2003,November,224.3622
2003-11-07,POUNDS STERLING,2003,November,223.2347
2003-11-10,POUNDS STERLING,2003,November,224.9443
2003-11-11,POUNDS STERLING,2003,November,224.2986
2003-11-12,POUNDS STERLING,2003,November,226.4071
2003-11-13,POUNDS STERLING,2003,November,227.3124
2003-11-14,POUNDS STERLING,2003,November,228.1636
2003-11-17,POUNDS STERLING,2003,November,229.9578
2003-11-18,POUNDS STERLING,2003,November,230.0259
2003-11-19,POUNDS STERLING,2003,November,232.9519
2003-11-20,POUNDS STERLING,2003,November,233.5693
2003-11-21,POUNDS STERLING,2003,November,233.487
2003-11-26,POUNDS STERLING,2003,November,232.8558
2003-11-27,POUNDS STERLING,2003,November,235.051
2003-11-28,POUNDS STERLING,2003,November,235.9154
2003-12-01,POUNDS STERLING,2003,December,236.0373
2003-12-02,POUNDS STERLING,2003,December,235.5304
2003-12-03,POUNDS STERLING,2003,December,235.8447
2003-12-04,POUNDS STERLING,2003,December,234.9771
2003-12-05,POUNDS STERLING,2003,December,234.9848
2003-12-08,POUNDS STERLING,2003,December,236.058
2003-12-09,POUNDS STERLING,2003,December,237.162
2003-12-10,POUNDS STERLING,2003,December,237.3971
2003-12-11,POUNDS STERLING,2003,December,237.1793
2003-12-12,POUNDS STERLING,2003,December,238.105
2003-12-15,POUNDS STERLING,2003,December,237.7939
2003-12-16,POUNDS STERLING,2003,December,236.8684
2003-12-17,POUNDS STERLING,2003,December,238.1904
2003-12-18,POUNDS STERLING,2003,December,239.8904
2003-12-19,POUNDS STERLING,2003,December,240.2032
2003-12-22,POUNDS STERLING,2003,December,239.7816
2003-12-23,POUNDS STERLING,2003,December,239.7544
2003-12-24,POUNDS STERLING,2003,December,239.9448
2003-12-29,POUNDS STERLING,2003,December,241.5224
2003-12-30,POUNDS STERLING,2003,December,241.196
2003-12-31,POUNDS STERLING,2003,December,242.2296
2004-01-02,POUNDS STERLING,2004,January,243.1952
2004-01-05,POUNDS STERLING,2004,January,244.1544
2004-01-06,POUNDS STERLING,2004,January,247.3057
2004-01-07,POUNDS STERLING,2004,January,246.0504
2004-01-08,POUNDS STERLING,2004,January,245.4946
2004-01-09,POUNDS STERLING,2004,January,250.6048
2004-01-12,POUNDS STERLING,2004,January,251.1742
2004-01-13,POUNDS STERLING,2004,January,250.1491
2004-01-14,POUNDS STERLING,2004,January,247.887
2004-01-15,POUNDS STERLING,2004,January,246.078
2004-01-16,POUNDS STERLING,2004,January,244.89
2004-01-19,POUNDS STERLING,2004,January,242.5275
2004-01-20,POUNDS STERLING,2004,January,243.2025
2004-01-21,POUNDS STERLING,2004,January,246.3637
