rate_date,currency,rate_year,rate_month,buying_rate
2006-08-04,POUNDS STERLING,2006,August,240.4158
2006-08-07,POUNDS STERLING,2006,August,240.8819
2006-08-08,POUNDS STERLING,2006,August,240.3146
2006-08-09,POUNDS STERLING,2006,August,240.5163
2006-08-10,POUNDS STERLING,2006,August,239.9742
2006-08-11,POUNDS STERLING,2006,August,238.9657
2006-08-14,POUNDS STERLING,2006,August,237.8058
2006-08-15,POUNDS STERLING,2006,August,238.7388
2006-08-16,POUNDS STERLING,2006,August,238.3669
2006-08-17,POUNDS STERLING,2006,August,239.1232
2006-08-18,POUNDS STERLING,2006,August,237.1567
2006-08-21,POUNDS STERLING,2006,August,239.2241
2006-08-22,POUNDS STERLING,2006,August,238.1273
2006-08-23,POUNDS STERLING,2006,August,238.4677
2006-08-24,POUNDS STERLING,2006,August,238.14
2006-08-25,POUNDS STERLING,2006,August,238.077
2006-08-28,POUNDS STERLING,2006,August,238.8269
2006-08-29,POUNDS STERLING,2006,August,239.394
2006-08-30,POUNDS STERLING,2006,August,239.7531
2006-08-31,POUNDS STERLING,2006,August,240.4588
2006-09-01,POUNDS STERLING,2006,September,240.0681
2006-09-04,POUNDS STERLING,2006,September,240.0177
2006-09-05,POUNDS STERLING,2006,September,239.24900000000002
2006-09-06,POUNDS STERLING,2006,September,237.4091
2006-09-07,POUNDS STERLING,2006,September,236.2497
2006-09-08,POUNDS STERLING,2006,September,235.859
2006-09-11,POUNDS STERLING,2006,September,235.109
2006-09-12,POUNDS STERLING,2006,September,236.5709
2006-09-13,POUNDS STERLING,2006,September,240.4969
2006-09-14,POUNDS STERLING,2006,September,237.7367
2006-09-15,POUNDS STERLING,2006,September,237.0436
2006-09-18,POUNDS STERLING,2006,September,236.6026
2006-09-19,POUNDS STERLING,2006,September,236.9176
2006-09-20,POUNDS STERLING,2006,September,237.3839
2006-09-21,POUNDS STERLING,2006,September,239.3876
2006-09-22,POUNDS STERLING,2006,September,239.8035
2006-09-25,POUNDS STERLING,2006,September,239.7152
2006-09-26,POUNDS STERLING,2006,September,239.0347
2006-09-27,POUNDS STERLING,2006,September,238.4361
2006-09-28,POUNDS STERLING,2006,September,236.7918
2006-09-29,POUNDS STERLING,2006,September,235.4688
2006-10-03,POUNDS STERLING,2006,October,238.0644
2006-10-04,POUNDS STERLING,2006,October,236.9744
2006-10-05,POUNDS STERLING,2006,October,237.0122
2006-10-06,POUNDS STERLING,2006,October,236.1553
2006-10-09,POUNDS STERLING,2006,October,234.9834
2006-10-10,POUNDS STERLING,2006,October,233.9502
2006-10-11,POUNDS STERLING,2006,October,234.1518
2006-10-12,POUNDS STERLING,2006,October,233.9628
2006-10-13,POUNDS STERLING,2006,October,234.6306
2006-10-16,POUNDS STERLING,2006,October,234.5364
2006-10-17,POUNDS STERLING,2006,October,235.2546
2006-10-18,POUNDS STERLING,2006,October,235.9098
2006-10-19,POUNDS STERLING,2006,October,235.4562
2006-10-20,POUNDS STERLING,2006,October,237.1824
2006-10-25,POUNDS STERLING,2006,October,236.6026
2006-10-26,POUNDS STERLING,2006,October,237.4595
2006-10-27,POUNDS STERLING,2006,October,238.3668
2006-10-30,POUNDS STERLING,2006,October,239.6651
2006-10-31,POUNDS STERLING,2006,October,239.3374
2006-11-01,POUNDS STERLING,2006,November,240.6608
2006-11-02,POUNDS STERLING,2006,November,240.4843
2006-11-03,POUNDS STERLING,2006,November,240.6104
2006-11-06,POUNDS STERLING,2006,November,239.0915
2006-11-07,POUNDS STERLING,2006,November,240.0493
2006-11-08,POUNDS STERLING,2006,November,240.4462
2006-11-09,POUNDS STERLING,2006,November,240.3201
2006-11-10,POUNDS STERLING,2006,November,241.3661
2006-11-13,POUNDS STERLING,2006,November,239.7214
2006-11-14,POUNDS STERLING,2006,November,239.1292
2006-11-15,POUNDS STERLING,2006,November,237.7179
2006-11-16,POUNDS STERLING,2006,November,237.9951
2006-11-17,POUNDS STERLING,2006,November,237.6675
2006-11-20,POUNDS STERLING,2006,November,238.9402
2006-11-21,POUNDS STERLING,2006,November,239.1922
2006-11-22,POUNDS STERLING,2006,November,240.47099999999998
2006-11-23,POUNDS STERLING,2006,November,241.2144
2006-11-24,POUNDS STERLING,2006,November,243.6046
2006-11-27,POUNDS STERLING,2006,November,243.8613
2006-11-28,POUNDS STERLING,2006,November,244.9577
2006-11-29,POUNDS STERLING,2006,November,245.7756
2006-11-30,POUNDS STERLING,2006,November,246.6072
2006-12-01,POUNDS STERLING,2006,December,248.1696
2006-12-04,POUNDS STERLING,2006,December,249.4512
2006-12-05,POUNDS STERLING,2006,December,249.0353
2006-12-06,POUNDS STERLING,2006,December,247.8269
2006-12-07,POUNDS STERLING,2006,December,247.7513
2006-12-08,POUNDS STERLING,2006,December,246.9067
2006-12-11,POUNDS STERLING,2006,December,245.6451
2006-12-12,POUNDS STERLING,2006,December,247.4977
2006-12-13,POUNDS STERLING,2006,December,248.5169
2006-12-14,POUNDS STERLING,2006,December,247.5466
2006-12-15,POUNDS STERLING,2006,December,246.6898
2006-12-18,POUNDS STERLING,2006,December,245.5179
2006-12-19,POUNDS STERLING,2006,December,245.7321
2006-12-20,POUNDS STERLING,2006,December,248.2956
2006-12-21,POUNDS STERLING,2006,December,246.8592
2006-12-22,POUNDS STERLING,2006,December,247.6026
2006-12-27,POUNDS STERLING,2006,December,247.1112
2006-12-28,POUNDS STERLING,2006,December,247.1112
2006-12-29,POUNDS STERLING,2006,December,247.4262
2007-01-04,POUNDS STERLING,2007,January,245.0448
2007-01-05,POUNDS STERLING,2007,January,244.4274
2007-01-08,POUNDS STERLING,2007,January,243.5143
2007-01-09,POUNDS STERLING,2007,January,244.787
2007-01-10,POUNDS STERLING,2007,January,244.315
2007-01-11,POUNDS STERLING,2007,January,245.9154
2007-01-12,POUNDS STERLING,2007,January,245.7516
2007-01-15,POUNDS STERLING,2007,January,247.6979
2007-01-16,POUNDS STERLING,2007,January,247.8365
2007-01-17,POUNDS STERLING,2007,January,248.7996
2007-01-18,POUNDS STERLING,2007,January,248.4468
2007-01-19,POUNDS STERLING,2007,January,248.7618
2007-01-22,POUNDS STERLING,2007,January,248.8752
2007-01-23,POUNDS STERLING,2007,January,250.6896
2007-01-24,POUNDS STERLING,2007,January,248.85
2007-01-25,POUNDS STERLING,2007,January,248.3712
2007-01-26,POUNDS STERLING,2007,January,246.9852
2007-01-30,POUNDS STERLING,2007,January,247.6152
2007-01-31,POUNDS STERLING,2007,January,246.1731
2007-02-01,POUNDS STERLING,2007,February,248.0381
2007-02-02,POUNDS STERLING,2007,February,248.0885
2007-02-05,POUNDS STERLING,2007,February,246.5512
2007-02-06,POUNDS STERLING,2007,February,248.0507
2007-02-07,POUNDS STERLING,2007,February,248.4342
2007-02-08,POUNDS STERLING,2007,February,247.1364
2007-02-09,POUNDS STERLING,2007,February,245.4606
2007-02-12,POUNDS STERLING,2007,February,245.2212
2007-02-13,POUNDS STERLING,2007,February,244.7802
2007-02-14,POUNDS STERLING,2007,February,246.3287
2007-02-15,POUNDS STERLING,2007,February,246.5807
2007-02-16,POUNDS STERLING,2007,February,246.9208
2007-02-19,POUNDS STERLING,2007,February,245.1445
2007-02-20,POUNDS STERLING,2007,February,245.6358
2007-02-21,POUNDS STERLING,2007,February,246.1284
2007-02-22,POUNDS STERLING,2007,February,245.8008
2007-02-23,POUNDS STERLING,2007,February,246.9348
2007-02-26,POUNDS STERLING,2007,February,247.3702
2007-02-27,POUNDS STERLING,2007,February,247.6475
2007-02-28,POUNDS STERLING,2007,February,247.15599999999998
2007-03-01,POUNDS STERLING,2007,March,247.5088
2007-03-02,POUNDS STERLING,2007,March,245.1273
2007-03-05,POUNDS STERLING,2007,March,242.1336
2007-03-06,POUNDS STERLING,2007,March,243.0658
2007-03-07,POUNDS STERLING,2007,March,242.965
2007-03-08,POUNDS STERLING,2007,March,243.3556
2007-03-09,POUNDS STERLING,2007,March,243.3808
2007-03-12,POUNDS STERLING,2007,March,244.1483
2007-03-13,POUNDS STERLING,2007,March,243.1028
2007-03-14,POUNDS STERLING,2007,March,242.3848
2007-03-15,POUNDS STERLING,2007,March,243.8838
2007-03-16,POUNDS STERLING,2007,March,245.4583
2007-03-19,POUNDS STERLING,2007,March,244.7816
2007-03-20,POUNDS STERLING,2007,March,246.3164
2007-03-21,POUNDS STERLING,2007,March,246.4548
2007-03-22,POUNDS STERLING,2007,March,247.7254
2007-03-23,POUNDS STERLING,2007,March,247.3102
2007-03-26,POUNDS STERLING,2007,March,246.8503
2007-03-27,POUNDS STERLING,2007,March,247.278
2007-03-28,POUNDS STERLING,2007,March,247.2906
2007-03-29,POUNDS STERLING,2007,March,247.2151
2007-04-03,POUNDS STERLING,2007,April,248.5736
2007-04-04,POUNDS STERLING,2007,April,248.2897
2007-04-05,POUNDS STERLING,2007,April,247.774
2007-04-10,POUNDS STERLING,2007,April,248.252
2007-04-11,POUNDS STERLING,2007,April,248.7048
2007-04-12,POUNDS STERLING,2007,April,248.7551
2007-04-13,POUNDS STERLING,2007,April,250.1135
2007-04-16,POUNDS STERLING,2007,April,250.4856
2007-04-17,POUNDS STERLING,2007,April,252.2718
2007-04-18,POUNDS STERLING,2007,April,251.7869
2007-04-19,POUNDS STERLING,2007,April,251.6863
2007-04-20,POUNDS STERLING,2007,April,251.8749
2007-04-23,POUNDS STERLING,2007,April,251.4651
2007-04-24,POUNDS STERLING,2007,April,251.4274
2007-04-25,POUNDS STERLING,2007,April,251.7652
2007-04-26,POUNDS STERLING,2007,April,250.4966
2007-04-27,POUNDS STERLING,2007,April,251.2377
2007-04-30,POUNDS STERLING,2007,April,250.3334
2007-05-02,POUNDS STERLING,2007,May,250.145
2007-05-03,POUNDS STERLING,2007,May,250.4464
2007-05-04,POUNDS STERLING,2007,May,249.5546
2007-05-07,POUNDS STERLING,2007,May,250.174
2007-05-08,POUNDS STERLING,2007,May,249.7354
2007-05-09,POUNDS STERLING,2007,May,250.3619
2007-05-10,POUNDS STERLING,2007,May,249.2969
2007-05-11,POUNDS STERLING,2007,May,248.0314
2007-05-14,POUNDS STERLING,2007,May,248.0952
2007-05-15,POUNDS STERLING,2007,May,247.7195
2007-05-16,POUNDS STERLING,2007,May,248.2653
2007-05-17,POUNDS STERLING,2007,May,247.40099999999998
2007-05-18,POUNDS STERLING,2007,May,246.925
2007-05-21,POUNDS STERLING,2007,May,246.5672
2007-05-22,POUNDS STERLING,2007,May,247.1684
2007-05-23,POUNDS STERLING,2007,May,248.7716
2007-05-24,POUNDS STERLING,2007,May,248.9093
2007-05-25,POUNDS STERLING,2007,May,248.5461
2007-05-28,POUNDS STERLING,2007,May,248.3812
2007-05-30,POUNDS STERLING,2007,May,247.3418
2007-05-31,POUNDS STERLING,2007,May,247.7049
2007-06-01,POUNDS STERLING,2007,June,247.7926
2007-06-04,POUNDS STERLING,2007,June,248.9197
2007-06-05,POUNDS STERLING,2007,June,249.8714
2007-06-06,POUNDS STERLING,2007,June,249.5737
2007-06-07,POUNDS STERLING,2007,June,248.2466
2007-06-08,POUNDS STERLING,2007,June,246.2183
2007-06-11,POUNDS STERLING,2007,June,246.30599999999998
2007-06-12,POUNDS STERLING,2007,June,247.0947
2007-06-13,POUNDS STERLING,2007,June,246.669
2007-06-14,POUNDS STERLING,2007,June,246.3435
2007-06-15,POUNDS STERLING,2007,June,247.3952
2007-06-18,POUNDS STERLING,2007,June,247.8481
2007-06-29,POUNDS STERLING,2007,June,250.5877
2007-07-02,POUNDS STERLING,2007,July,251.4451
2007-07-05,POUNDS STERLING,2007,July,252.2952
2007-07-06,POUNDS STERLING,2007,July,251.2076
2007-07-09,POUNDS STERLING,2007,July,251.7867
2007-07-10,POUNDS STERLING,2007,July,252.1241
2007-07-11,POUNDS STERLING,2007,July,253.9734
2007-07-12,POUNDS STERLING,2007,July,253.761
2007-07-13,POUNDS STERLING,2007,July,253.9859
2007-07-16,POUNDS STERLING,2007,July,253.9859
2007-07-17,POUNDS STERLING,2007,July,255.4444
2007-07-18,POUNDS STERLING,2007,July,256.4785
2007-07-19,POUNDS STERLING,2007,July,255.7542
2007-07-20,POUNDS STERLING,2007,July,256.4536
2007-07-23,POUNDS STERLING,2007,July,256.9406
2007-07-24,POUNDS STERLING,2007,July,257.6524
2007-07-26,POUNDS STERLING,2007,July,255.4965
2007-07-27,POUNDS STERLING,2007,July,253.6359
2007-07-30,POUNDS STERLING,2007,July,252.6417
2007-07-31,POUNDS STERLING,2007,July,253.7904
2007-08-01,POUNDS STERLING,2007,August,252.7902
2007-08-02,POUNDS STERLING,2007,August,253.3269
2007-08-06,POUNDS STERLING,2007,August,253.5515
2007-08-07,POUNDS STERLING,2007,August,252.3284
2007-08-08,POUNDS STERLING,2007,August,253.7396
2007-08-09,POUNDS STERLING,2007,August,251.9189
2007-08-10,POUNDS STERLING,2007,August,251.4576
2007-08-13,POUNDS STERLING,2007,August,251.0336
2007-08-14,POUNDS STERLING,2007,August,249.5746
2007-08-15,POUNDS STERLING,2007,August,248.0034
2007-08-16,POUNDS STERLING,2007,August,248.8139
2007-08-17,POUNDS STERLING,2007,August,247.118
2007-08-20,POUNDS STERLING,2007,August,246.3509
2007-08-21,POUNDS STERLING,2007,August,246.2517
2007-08-22,POUNDS STERLING,2007,August,246.6362
2007-08-23,POUNDS STERLING,2007,August,248.8319
2007-08-24,POUNDS STERLING,2007,August,248.7078
2007-08-27,POUNDS STERLING,2007,August,249.8135
2007-08-28,POUNDS STERLING,2007,August,249.6647
2007-08-29,POUNDS STERLING,2007,August,249.5114
2007-08-30,POUNDS STERLING,2007,August,248.8544
2007-08-31,POUNDS STERLING,2007,August,250.1063
2007-09-03,POUNDS STERLING,2007,September,249.7775
2007-09-04,POUNDS STERLING,2007,September,249.3069
2007-09-05,POUNDS STERLING,2007,September,248.8829
2007-09-06,POUNDS STERLING,2007,September,250.1086
2007-09-07,POUNDS STERLING,2007,September,250.2324
2007-09-10,POUNDS STERLING,2007,September,251.3858
2007-09-12,POUNDS STERLING,2007,September,251.4476
2007-09-13,POUNDS STERLING,2007,September,250.7423
2007-09-14,POUNDS STERLING,2007,September,248.985
2007-09-17,POUNDS STERLING,2007,September,247.1164
2007-09-18,POUNDS STERLING,2007,September,246.609
2007-09-19,POUNDS STERLING,2007,September,246.6519
2007-09-20,POUNDS STERLING,2007,September,247.7749
2007-09-21,POUNDS STERLING,2007,September,248.7867
2007-09-24,POUNDS STERLING,2007,September,249.9344
2007-09-25,POUNDS STERLING,2007,September,248.5029
2007-09-26,POUNDS STERLING,2007,September,248.8238
2007-09-27,POUNDS STERLING,2007,September,249.959
2007-09-28,POUNDS STERLING,2007,September,250.6871
2007-10-02,POUNDS STERLING,2007,October,251.9334
2007-10-03,POUNDS STERLING,2007,October,251.4522
2007-10-04,POUNDS STERLING,2007,October,250.9462
2007-10-05,POUNDS STERLING,2007,October,251.6496
2007-10-08,POUNDS STERLING,2007,October,251.6126
2007-10-09,POUNDS STERLING,2007,October,250.9339
2007-10-10,POUNDS STERLING,2007,October,249.5899
2007-10-15,POUNDS STERLING,2007,October,249.7
2007-10-16,POUNDS STERLING,2007,October,248.6357
2007-10-17,POUNDS STERLING,2007,October,248.4491
2007-10-18,POUNDS STERLING,2007,October,249.6945
2007-10-19,POUNDS STERLING,2007,October,250.2073
2007-10-22,POUNDS STERLING,2007,October,248.1194
2007-10-24,POUNDS STERLING,2007,October,247.6665
2007-10-25,POUNDS STERLING,2007,October,248.2836
2007-10-26,POUNDS STERLING,2007,October,248.1505
2007-10-29,POUNDS STERLING,2007,October,249.1699
2007-10-30,POUNDS STERLING,2007,October,249.6535
2007-10-31,POUNDS STERLING,2007,October,250.5963
2007-11-01,POUNDS STERLING,2007,November,251.7568
2007-11-02,POUNDS STERLING,2007,November,252.1073
2007-11-05,POUNDS STERLING,2007,November,251.6601
2007-11-06,POUNDS STERLING,2007,November,252.3733
2007-11-07,POUNDS STERLING,2007,November,253.8843
2007-11-08,POUNDS STERLING,2007,November,254.1381
2007-11-09,POUNDS STERLING,2007,November,253.7876
2007-11-12,POUNDS STERLING,2007,November,242.4013
2007-11-13,POUNDS STERLING,2007,November,242.87
2007-11-14,POUNDS STERLING,2007,November,242.24900000000002
2007-11-15,POUNDS STERLING,2007,November,240.7844
2007-11-16,POUNDS STERLING,2007,November,238.8628
2007-11-19,POUNDS STERLING,2007,November,240.1628
2007-11-20,POUNDS STERLING,2007,November,241.3091
2007-11-21,POUNDS STERLING,2007,November,240.6526
2007-11-22,POUNDS STERLING,2007,November,241.2018
2007-11-23,POUNDS STERLING,2007,November,240.5474
2007-11-26,POUNDS STERLING,2007,November,241.7627
2007-11-27,POUNDS STERLING,2007,November,241.7977
2007-11-28,POUNDS STERLING,2007,November,240.8159
2007-11-29,POUNDS STERLING,2007,November,240.6642
2007-11-30,POUNDS STERLING,2007,November,241.3059
2007-12-03,POUNDS STERLING,2007,December,241.2826
2007-12-04,POUNDS STERLING,2007,December,240.8042
2007-12-05,POUNDS STERLING,2007,December,236.454
2007-12-06,POUNDS STERLING,2007,December,234.274
2007-12-07,POUNDS STERLING,2007,December,235.851
2007-12-10,POUNDS STERLING,2007,December,236.8831
2007-12-11,POUNDS STERLING,2007,December,237.7644
2007-12-12,POUNDS STERLING,2007,December,236.6952
2007-12-13,POUNDS STERLING,2007,December,236.6026
2007-12-14,POUNDS STERLING,2007,December,235.2168
2007-12-17,POUNDS STERLING,2007,December,233.6497
2007-12-18,POUNDS STERLING,2007,December,233.3023
2007-12-21,POUNDS STERLING,2007,December,230.2336
2007-12-24,POUNDS STERLING,2007,December,229.5272
2007-12-27,POUNDS STERLING,2007,December,230.5925
2007-12-28,POUNDS STERLING,2007,December,231.5421
2007-12-31,POUNDS STERLING,2007,December,232.0169
2008-01-02,POUNDS STERLING,2008,January,229.8398
2008-01-03,POUNDS STERLING,2008,January,229.0408
2008-01-04,POUNDS STERLING,2008,January,228.9829
2008-01-07,POUNDS STERLING,2008,January,228.56599999999997
2008-01-08,POUNDS STERLING,2008,January,228.8092
2008-01-09,POUNDS STERLING,2008,January,227.2076
2008-01-10,POUNDS STERLING,2008,January,227.5087
2008-01-11,POUNDS STERLING,2008,January,226.6518
2008-01-14,POUNDS STERLING,2008,January,227.3582
2008-01-15,POUNDS STERLING,2008,January,227.4856
2008-01-16,POUNDS STERLING,2008,January,226.6286
2008-01-17,POUNDS STERLING,2008,January,227.69400000000002
2008-01-18,POUNDS STERLING,2008,January,226.8023
2008-01-21,POUNDS STERLING,2008,January,225.6674
2008-01-22,POUNDS STERLING,2008,January,225.8758
2008-01-23,POUNDS STERLING,2008,January,226.2812
2008-01-24,POUNDS STERLING,2008,January,227.2655
2008-01-25,POUNDS STERLING,2008,January,229.68599999999998
2008-01-28,POUNDS STERLING,2008,January,230.3924
2008-01-29,POUNDS STERLING,2008,January,230.6935
2008-01-30,POUNDS STERLING,2008,January,230.9367
2008-01-31,POUNDS STERLING,2008,January,230.9136
2008-02-01,POUNDS STERLING,2008,February,230.7514
2008-02-04,POUNDS STERLING,2008,February,228.829
2008-02-05,POUNDS STERLING,2008,February,227.9257
2008-02-06,POUNDS STERLING,2008,February,226.6286
2008-02-07,POUNDS STERLING,2008,February,225.0652
2008-02-08,POUNDS STERLING,2008,February,225.042
2008-02-11,POUNDS STERLING,2008,February,225.6326
2008-02-12,POUNDS STERLING,2008,February,226.1074
2008-02-13,POUNDS STERLING,2008,February,227.3688
2008-02-14,POUNDS STERLING,2008,February,228.2255
2008-02-15,POUNDS STERLING,2008,February,227.253
2008-02-18,POUNDS STERLING,2008,February,224.9837
2008-02-19,POUNDS STERLING,2008,February,225.8868
2008-02-20,POUNDS STERLING,2008,February,224.8679
2008-02-21,POUNDS STERLING,2008,February,226.4425
2008-02-22,POUNDS STERLING,2008,February,227.6582
2008-02-25,POUNDS STERLING,2008,February,227.3803
2008-02-26,POUNDS STERLING,2008,February,228.2024
2008-02-27,POUNDS STERLING,2008,February,229.9159
2008-02-28,POUNDS STERLING,2008,February,229.3833
2008-02-29,POUNDS STERLING,2008,February,229.7191
2008-03-03,POUNDS STERLING,2008,March,229.6612
2008-03-04,POUNDS STERLING,2008,March,230.1475
2008-03-05,POUNDS STERLING,2008,March,229.11700000000002
2008-03-06,POUNDS STERLING,2008,March,231.4326
2008-03-07,POUNDS STERLING,2008,March,233.3083
2008-03-10,POUNDS STERLING,2008,March,233.3083
2008-03-11,POUNDS STERLING,2008,March,232.7641
2008-03-12,POUNDS STERLING,2008,March,233.2478
2008-03-13,POUNDS STERLING,2008,March,235.0767
2008-03-14,POUNDS STERLING,2008,March,233.2478
2008-03-17,POUNDS STERLING,2008,March,231.9576
2008-03-18,POUNDS STERLING,2008,March,233.3811
2008-03-20,POUNDS STERLING,2008,March,229.2727
2008-03-25,POUNDS STERLING,2008,March,231.5294
2008-03-26,POUNDS STERLING,2008,March,231.298
2008-03-27,POUNDS STERLING,2008,March,232.2122
2008-03-28,POUNDS STERLING,2008,March,231.2748
2008-03-31,POUNDS STERLING,2008,March,229.4463
2008-04-01,POUNDS STERLING,2008,April,229.0991
2008-04-02,POUNDS STERLING,2008,April,229.4232
2008-04-03,POUNDS STERLING,2008,April,229.2958
2008-04-04,POUNDS STERLING,2008,April,230.0018
2008-04-07,POUNDS STERLING,2008,April,230.6267
2008-04-08,POUNDS STERLING,2008,April,230.0481
2008-04-09,POUNDS STERLING,2008,April,228.9934
2008-04-10,POUNDS STERLING,2008,April,229.3984
2008-04-11,POUNDS STERLING,2008,April,228.253
2008-04-14,POUNDS STERLING,2008,April,229.8843
2008-04-15,POUNDS STERLING,2008,April,227.09599999999998
2008-04-16,POUNDS STERLING,2008,April,230.0232
2008-04-17,POUNDS STERLING,2008,April,228.9819
2008-04-18,POUNDS STERLING,2008,April,228.8083
2008-04-21,POUNDS STERLING,2008,April,229.6529
2008-04-22,POUNDS STERLING,2008,April,230.3356
2008-04-23,POUNDS STERLING,2008,April,229.5488
2008-04-24,POUNDS STERLING,2008,April,228.1488
2008-04-25,POUNDS STERLING,2008,April,229.4331
2008-04-28,POUNDS STERLING,2008,April,230.8562
2008-04-29,POUNDS STERLING,2008,April,228.2761
2008-04-30,POUNDS STERLING,2008,April,227.605
2008-05-02,POUNDS STERLING,2008,May,228.7158
2008-05-05,POUNDS STERLING,2008,May,227.8202
2008-05-06,POUNDS STERLING,2008,May,228.3292
2008-05-07,POUNDS STERLING,2008,May,226.3048
2008-05-08,POUNDS STERLING,2008,May,226.3626
2008-05-09,POUNDS STERLING,2008,May,226.6056
2008-05-12,POUNDS STERLING,2008,May,226.3395
2008-05-13,POUNDS STERLING,2008,May,225.4025
2008-05-14,POUNDS STERLING,2008,May,225.1322
2008-05-15,POUNDS STERLING,2008,May,225.005
2008-05-16,POUNDS STERLING,2008,May,225.3288
2008-05-19,POUNDS STERLING,2008,May,225.9187
2008-05-20,POUNDS STERLING,2008,May,227.1909
2008-05-21,POUNDS STERLING,2008,May,227.4917
2008-05-22,POUNDS STERLING,2008,May,229.4579
2008-05-23,POUNDS STERLING,2008,May,229.2034
2008-05-26,POUNDS STERLING,2008,May,228.868
2008-05-27,POUNDS STERLING,2008,May,228.6945
2008-05-28,POUNDS STERLING,2008,May,228.3475
2008-05-30,POUNDS STERLING,2008,May,228.2319
2008-06-02,POUNDS STERLING,2008,June,227.5298
2008-06-03,POUNDS STERLING,2008,June,228.1543
2008-06-04,POUNDS STERLING,2008,June,226.2692
2008-06-05,POUNDS STERLING,2008,June,225.5059
2008-06-06,POUNDS STERLING,2008,June,227.1135
2008-06-09,POUNDS STERLING,2008,June,228.9407
2008-06-10,POUNDS STERLING,2008,June,226.3617
2008-06-11,POUNDS STERLING,2008,June,226.674
2008-06-12,POUNDS STERLING,2008,June,225.34400000000002
2008-06-13,POUNDS STERLING,2008,June,225.9107
2008-06-16,POUNDS STERLING,2008,June,225.1395
2008-06-17,POUNDS STERLING,2008,June,226.215
2008-06-18,POUNDS STERLING,2008,June,226.6081
2008-06-19,POUNDS STERLING,2008,June,226.0531
2008-06-20,POUNDS STERLING,2008,June,227.2557
2008-06-23,POUNDS STERLING,2008,June,226.77
2008-06-24,POUNDS STERLING,2008,June,227.5448
2008-06-25,POUNDS STERLING,2008,June,228.138
2008-06-26,POUNDS STERLING,2008,June,229.88400000000001
2008-06-27,POUNDS STERLING,2008,June,229.8262
2008-06-30,POUNDS STERLING,2008,June,230.2656
2008-07-01,POUNDS STERLING,2008,July,230.8553
2008-07-02,POUNDS STERLING,2008,July,230.0954
2008-07-03,POUNDS STERLING,2008,July,229.9451
2008-07-04,POUNDS STERLING,2008,July,229.2398
2008-07-07,POUNDS STERLING,2008,July,227.5633
2008-07-08,POUNDS STERLING,2008,July,228.3957
2008-07-09,POUNDS STERLING,2008,July,228.1366
2008-07-10,POUNDS STERLING,2008,July,228.3216
2008-07-11,POUNDS STERLING,2008,July,229.07299999999998
2008-07-14,POUNDS STERLING,2008,July,229.7434
2008-07-15,POUNDS STERLING,2008,July,232.4254
2008-07-16,POUNDS STERLING,2008,July,231.3618
2008-07-17,POUNDS STERLING,2008,July,231.4081
2008-07-18,POUNDS STERLING,2008,July,230.518
2008-07-21,POUNDS STERLING,2008,July,230.8301
2008-07-22,POUNDS STERLING,2008,July,231.9861
2008-07-23,POUNDS STERLING,2008,July,231.2956
2008-07-24,POUNDS STERLING,2008,July,229.5733
2008-07-25,POUNDS STERLING,2008,July,230.6945
2008-07-28,POUNDS STERLING,2008,July,230.7061
2008-07-29,POUNDS STERLING,2008,July,228.9376
2008-07-30,POUNDS STERLING,2008,July,228.7757
2008-07-31,POUNDS STERLING,2008,July,229.8392
2008-08-01,POUNDS STERLING,2008,August,228.2903
2008-08-04,POUNDS STERLING,2008,August,227.4002
2008-08-05,POUNDS STERLING,2008,August,225.8397
2008-08-06,POUNDS STERLING,2008,August,225.5197
2008-08-07,POUNDS STERLING,2008,August,225.7046
2008-08-08,POUNDS STERLING,2008,August,222.6071
2008-08-11,POUNDS STERLING,2008,August,222.0407
2008-08-13,POUNDS STERLING,2008,August,216.90900000000002
2008-08-14,POUNDS STERLING,2008,August,216.7472
2008-08-15,POUNDS STERLING,2008,August,215.3024
2008-08-18,POUNDS STERLING,2008,August,215.7994
2008-08-19,POUNDS STERLING,2008,August,215.1753
2008-08-20,POUNDS STERLING,2008,August,215.0411
2008-08-21,POUNDS STERLING,2008,August,215.5958
2008-08-22,POUNDS STERLING,2008,August,214.4979
2008-08-25,POUNDS STERLING,2008,August,214.3015
2008-08-26,POUNDS STERLING,2008,August,212.1172
2008-08-27,POUNDS STERLING,2008,August,213.37
2008-08-28,POUNDS STERLING,2008,August,212.3531
2008-08-29,POUNDS STERLING,2008,August,211.3592
2008-09-01,POUNDS STERLING,2008,September,208.1351
2008-09-02,POUNDS STERLING,2008,September,206.3324
2008-09-03,POUNDS STERLING,2008,September,205.2346
2008-09-04,POUNDS STERLING,2008,September,205.5003
2008-09-05,POUNDS STERLING,2008,September,203.6283
2008-09-08,POUNDS STERLING,2008,September,203.1776
2008-09-09,POUNDS STERLING,2008,September,203.4549
2008-09-10,POUNDS STERLING,2008,September,203.2007
2008-09-11,POUNDS STERLING,2008,September,203.0851
2008-09-12,POUNDS STERLING,2008,September,204.3101
2008-09-15,POUNDS STERLING,2008,September,205.6159
2008-09-16,POUNDS STERLING,2008,September,206.6328
2008-09-17,POUNDS STERLING,2008,September,206.9911
2008-09-18,POUNDS STERLING,2008,September,210.6774
2008-09-19,POUNDS STERLING,2008,September,208.5396
2008-09-22,POUNDS STERLING,2008,September,212.8384
2008-09-23,POUNDS STERLING,2008,September,214.5025
2008-09-24,POUNDS STERLING,2008,September,214.2251
2008-09-25,POUNDS STERLING,2008,September,214.4794
